7,30
7,31
2,32
6,33
2,7
11,17
6,16
5,20
2,16
6,22
7,32
24,26
11,12
2,22
31,33
10,27
23,31
21,31
23,33
24,34
23,27
7,8
2,8
2,26
6,7
8,32
22,30
12,32
27,29
4,27
18,20
1,26
7,16
11,13
5,18
16,30
5,31
2,6
6,8
2,30
30,32
26,34
12,28
12,30
8,22
22,32
12,17
4,10
4,9
13,17
18,29
7,17
3,10
8,31
24,28
8,17
13,33
8,32
12,18
8,34
19,32
1,35
12,29
1,25
9,31
19,22
7,31
13,14
6,32
3,5
21,22
7,8
24,32
17,31
29,31
2,31
22,32
20,26
13,18
14,18
14,31
27,35
24,34
17,33
12,15
12,14
8,9
5,10
21,32
7,23
2,8
4,26
7,34
11,24
8,33
14,29
25,27
6,22
5,28
5,30
14,18
13,18
2,33
19,21
11,24
3,5
7,17
27,35
2,8
6,22
21,22
7,31
1,27
19,22
1,35
25,27
23,31
11,30
8,34
24,28
11,28
7,23
24,32
7,32
25,35
9,23
1,25
3,10
17,31
6,21
21,32
12,18
13,31
5,10
2,7
7,9
14,31
32,34
7,33
8,9
15,16
14,29
2,17
18,29
20,26
8,23
7,34
4,20
6,19
31,33
24,34
7,32
5,28
20,26
17,33
2,8
17,36
18,20
1,35
19,34
4,26
13,33
12,18
19,22
1,27
8,9
14,18
9,31
29,31
6,19
5,11
7,36
17,27
11,28
7,33
4,20
6,32
9,23
8,32
2,31
7,9
8,34
14,29
7,34
8,23
11,36
7,31
6,21
28,30
2,27
19,32
19,21
31,33
13,18
3,10
2,9
27,35
2,17
17,31
21,32
21,22
7,32
6,32
27,35
2,27
19,34
8,23
12,29
25,27
3,10
19,22
32,34
1,35
31,33
23,31
12,13
24,30
14,33
2,7
8,36
6,22
18,20
2,8
2,9
13,29
8,31
6,19
12,14
17,31
22,32
1,25
13,31
18,29
19,32
11,24
7,17
24,36
25,35
17,36
7,9
23,33
8,33
24,34
7,23
13,18
8,9
12,18
6,21
11,28
20,26
12,14
8,34
9,33
23,33
18,29
2,8
5,28
12,13
13,37
4,26
6,19
13,18
7,33
6,21
11,34
13,31
11,36
13,33
14,18
3,10
25,35
28,30
19,34
14,29
21,22
17,36
7,36
14,31
2,17
2,7
18,20
15,16
2,31
5,10
17,23
21,32
8,9
8,33
6,32
4,37
31,33
19,32
11,24
14,37
14,33
29,33
1,35
27,35
2,23
8,32
17,33
11,36
7,23
14,31
20,37
9,31
5,11
1,27
17,27
14,37
8,36
21,22
19,32
7,17
8,17
9,23
20,26
7,31
19,34
8,33
6,22
13,37
1,25
28,36
13,31
8,31
13,29
29,31
2,31
27,35
11,24
23,33
6,19
7,33
8,34
12,33
11,30
7,9
2,23
24,28
31,33
2,17
7,27
5,10
13,33
4,20
29,37
13,18
18,29
14,33
15,16
7,33
13,29
25,27
21,32
8,34
24,34
28,36
17,23
20,26
19,32
17,38
2,33
1,27
11,30
11,36
19,21
13,33
25,35
8,17
17,33
9,23
18,29
18,20
8,9
11,24
29,37
24,36
5,10
7,23
6,8
18,37
23,27
2,27
19,22
8,36
12,37
7,34
6,21
14,31
12,14
1,35
4,20
21,22
17,36
6,32
13,14
9,17
12,31
7,8
13,29
8,9
12,31
18,20
17,36
12,33
13,33
8,32
5,10
12,29
13,37
2,23
29,31
12,37
20,37
24,32
2,33
9,17
1,25
21,22
5,28
6,19
4,20
13,18
13,14
8,36
7,31
17,27
9,23
27,38
34,36
9,31
6,32
19,21
11,28
11,30
12,14
5,11
31,33
24,36
17,31
18,29
8,31
8,23
2,31
24,34
7,32
17,33
7,8
23,31
29,33
8,32
8,23
13,29
12,31
19,32
23,38
12,14
8,9
7,8
4,26
7,31
9,31
6,22
8,36
25,27
12,29
9,23
28,30
20,37
21,32
29,31
8,34
14,29
8,31
11,30
14,33
2,38
24,34
24,36
7,34
7,17
6,32
12,13
9,17
24,32
7,23
5,10
29,37
17,31
23,27
18,29
21,22
28,36
6,21
2,33
14,37
11,34
6,19
8,17
17,38
18,20
7,33
12,33
1,38
32,34
23,33
12,14
7,27
5,11
9,17
8,36
14,33
17,27
17,23
5,10
25,35
13,29
35,38
27,35
14,29
2,17
6,32
1,25
3,10
5,28
12,13
24,34
9,23
2,38
13,14
11,30
24,32
11,28
8,31
14,31
7,31
21,22
31,33
19,32
19,21
13,33
7,17
24,28
28,36
13,31
1,27
18,37
8,32
17,31
6,8
7,8
5,10
