1,3
2,3
3,3
4,3
8,4
10,1
11,1
12,1
1,4
2,3
3,4
4,4
8,4
10,1
11,1
12,1
1,4
2,3
3,4
4,4
8,4
10,1
11,1
12,1
1,4
2,3
3,4
4,4
8,4
10,3
11,3
12,3
1,4
2,4
3,4
4,4
8,5
10,3
11,3
12,3
1,4
2,4
3,5
4,5
8,6
10,4
11,4
12,4
1,4
2,4
3,5
4,5
8,5
10,4
11,4
12,4
1,4
2,5
3,5
4,5
8,5
10,3
11,3
12,3
1,4
2,5
3,5
4,5
8,5
10,3
11,3
12,3
1,4
2,6
3,5
4,5
8,5
10,3
11,3
12,3
1,4
2,6
3,5
4,5
8,5
10,3
11,3
12,3
1,4
2,6
3,5
4,5
8,5
10,3
11,3
12,3
1,4
2,6
3,5
4,5
8,5
10,3
11,3
12,3
1,4
2,6
3,5
4,5
8,5
10,4
11,4
12,4
1,4
2,6
3,5
4,5
8,5
10,4
11,4
12,4
1,3
2,6
3,5
4,5
8,6
10,6
11,6
12,6
1,3
2,5
3,6
4,6
8,7
10,6
11,6
12,6
1,3
2,5
3,6
4,6
8,7
10,5
11,5
12,5
1,3
2,4
3,7
4,7
8,8
10,5
11,5
12,5
1,3
2,4
3,7
4,7
8,8
10,5
11,5
12,5
1,3
2,4
3,7
4,7
8,8
10,5
11,5
12,5
1,4
2,5
3,8
4,8
8,7
10,7
11,7
12,7
1,4
2,4
3,7
4,7
8,7
10,6
11,6
12,6
1,4
2,4
3,6
4,6
8,6
10,6
11,6
12,6
1,4
2,4
3,6
4,6
8,6
10,6
11,6
12,6
